id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_oeh_medical_imaging_super,oehealth_extra_addons.oeh.medical.imaging,oehealth_extra_addons.model_oeh_medical_imaging,group_oeh_medical_super_caregiver,1,0,0,0
access_sm_shifa_lab_request_super,sm.shifa.lab.request,smartmind_shifa.model_sm_shifa_lab_request,group_oeh_medical_super_caregiver,1,0,0,0
access_oeh_medical_vaccines_super,oeh.medical.vaccines,oehealth.model_oeh_medical_vaccines,group_oeh_medical_super_caregiver,1,0,0,0
access_sm_shifa_hvd_appointment_super,sm.shifa.hvd.appointment,smartmind_shifa.model_sm_shifa_hvd_appointment,group_oeh_medical_super_caregiver,1,0,0,0
access_oeh_medical_appointment_super,oeh.medical.appointment,oehealth.model_oeh_medical_appointment,group_oeh_medical_super_caregiver,1,0,0,0
access_sm_shifa_physiotherapy_appointment_super,sm.shifa.physiotherapy.appointment,smartmind_shifa.model_sm_shifa_physiotherapy_appointment,group_oeh_medical_super_caregiver,1,0,0,0
access_sm_shifa_pcr_appointment_super,sm.shifa.pcr.appointment,smartmind_shifa.model_sm_shifa_pcr_appointment,group_oeh_medical_super_caregiver,1,0,0,0
access_oeh_medical_sm_shifa_instant_consultation_super,sm.shifa.instant.consultation,smartmind_shifa_extra.model_sm_shifa_instant_consultation,group_oeh_medical_super_caregiver,1,0,0,0

access_oeh_medical_sm_caregiver_head_nurse,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_head_nurse,1,1,1,0
access_oeh_medical_sm_caregiver_head_doctor,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_head_doctor,1,0,0,0
access_oeh_medical_sm_caregiver_head_physiotherapist,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_head_physiotherapist,1,0,0,0
access_oeh_medical_sm_caregiver_hhc_nurse,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_hhc_nurse,1,0,0,0
access_oeh_medical_sm_caregiver_hhc_doctor,sm.caregiver,model_sm_caregiver,oehealth.group_oeh_medical_physician,1,0,0,0
access_oeh_medical_sm_caregiver_hhc_physiotherapist,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_hhc_physiotherapist,1,0,0,0
access_oeh_medical_sm_caregiver_social_worker,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_social_worker,1,0,0,0
access_oeh_medical_sm_caregiver_health_educator,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_health_educator,1,0,0,0
access_oeh_medical_sm_caregiver_diabetic_educator,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_diabetic_educator,1,0,0,0
access_oeh_medical_sm_caregiver_clinical_dietitian,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_clinical_dietitian,1,0,0,0
access_oeh_medical_sm_caregiver_respiratory_therapist,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_respiratory_therapist,1,0,0,0
access_oeh_medical_sm_caregiver_op_manager,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_operation_manager,1,1,1,0
access_oeh_medical_sm_caregiver_manager,sm.caregiver,model_sm_caregiver,oehealth.group_oeh_medical_manager,1,1,1,1
access_oeh_medical_sm_caregiver_call_center,sm.caregiver,model_sm_caregiver,smartmind_shifa.group_oeh_medical_call_center,1,1,1,0
access_sm_caregiver_position_lines,sm.caregiver.position.lines,model_sm_caregiver_position_lines,base.group_user,1,1,1,0

access_sm_caregiver_main_patient_medicines_caregiver,sm.caregiver.main.patient.medicine,model_sm_caregiver_main_patient_medicine,smartmind_shifa.group_oeh_medical_caregiver,1,0,0,0
access_sm_caregiver_main_patient_medicines_head_nurse,sm.caregiver.main.patient.medicine,model_sm_caregiver_main_patient_medicine,smartmind_shifa.group_oeh_medical_head_nurse,1,1,1,0
access_sm_caregiver_main_patient_medicines_manager,sm.caregiver.main.patient.medicine,model_sm_caregiver_main_patient_medicine,oehealth.group_oeh_medical_manager,1,1,1,1
access_sm_caregiver_main_patient_medicines_op_manager,sm.caregiver.main.patient.medicine,model_sm_caregiver_main_patient_medicine,smartmind_shifa.group_oeh_medical_operation_manager,1,1,1,0
access_sm_caregiver_main_patient_medicines_public,sm.caregiver.main.patient.medicine.public,model_sm_caregiver_main_patient_medicine,,1,0,0,0

access_oeh_medical_sm_caregiver_vital_signs_lines,sm.caregiver.vital.signs.lines,model_sm_caregiver_vital_signs_lines,,1,1,1,0
access_sm_caregiver_pain_present_lines,sm.caregiver.pain.present.lines,model_sm_caregiver_pain_present_lines,,1,0,1,0
access_sm_caregiver_missed_medicine_lines,sm.caregiver.missed.medicine.lines,model_sm_caregiver_missed_medicine_lines,,1,1,1,0
access_sm_caregiver_prescribed_medicine_lines,sm.caregiver.given.medicine.lines,model_sm_caregiver_given_medicine_lines,,1,0,1,0
access_sm_caregiver_observation_lines,sm.caregiver.observation.lines,model_sm_caregiver_observation_lines,,1,1,1,0
access_sm_caregiversm_cancel_medicine_lines,sm.caregiver.cancel.medicine.lines,model_sm_caregiver_cancel_medicine_lines,,1,1,1,0
access_sm_medicines_schedule_operation,sm.caregiver.medicine.schedule,model_sm_caregiver_medicine_schedule,smartmind_shifa.group_oeh_medical_operation_manager,1,1,1,0
access_sm_medicines_schedule_manager,sm.caregiver.medicine.schedule,model_sm_caregiver_medicine_schedule,oehealth.group_oeh_medical_manager,1,1,1,0
access_sm_medicines_schedule_head_nurse,sm.caregiver.medicine.schedule,model_sm_caregiver_medicine_schedule,smartmind_shifa.group_oeh_medical_head_nurse,1,1,1,0
access_sm_medicines_schedule_general,sm.caregiver.medicine.schedule,model_sm_caregiver_medicine_schedule,base.group_user,1,1,1,0
access_sm_medicines_frequencies,sm.medicines.frequencies,model_sm_medicines_frequencies,,1,1,1,1

access_sm_sleep_medicine_request_manager,Access Sleep Medicine Request Manager,model_sm_sleep_medicine_request,oehealth.group_oeh_medical_manager,1,1,1,1
access_sm_sleep_medicine_request_physician,Access Sleep Medicine Request Physician,model_sm_sleep_medicine_request,oehealth.group_oeh_medical_physician,1,1,1,1
access_sm_sleep_medicine_request_receptionist,Access Sleep Medicine Request Receptionist,model_sm_sleep_medicine_request,oehealth.group_oeh_medical_receptionist,1,1,1,1
access_sm_sleep_medicine_request_operation_manager,Access Sleep Medicine Request Operation Manager,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_operation_manager,1,1,1,1

access_sm_sleep_medicine_request_telemedicine_doctor,Access Sleep Medicine Request Telemedicine Doctor,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_telemedicine_doctor,1,0,0,0
access_sm_sleep_medicine_request_head_doctor,Access Sleep Medicine Request Head Doctor,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_head_doctor,1,0,0,0
access_sm_sleep_medicine_request_head_nurse,Access Sleep Medicine Request Head Nurse,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_head_nurse,1,0,0,0
access_sm_sleep_medicine_request_hhc_nurse,Access Sleep Medicine Request HHC Nurse,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_hhc_nurse,1,0,0,0
access_sm_sleep_medicine_request_head_physiotherapist,Access Sleep Medicine Request Head Physiotherapist,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_head_physiotherapist,1,0,0,0
access_sm_sleep_medicine_request_hhc_physiotherapist,Access Sleep Medicine Request HHC Physiotherapist,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_hhc_physiotherapist,1,0,0,0
access_sm_sleep_medicine_request_call_center,Access Sleep Medicine Request Call Center,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_call_center,1,0,0,0
access_sm_sleep_medicine_request_lab_technician,Access Sleep Medicine Request Lab Technician,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_lab_technician,1,0,0,0
access_sm_sleep_medicine_request_caregiver,Access Sleep Medicine Request Caregiver,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_caregiver,1,0,0,0
access_sm_sleep_medicine_request_home_visit_doctor,Access Sleep Medicine Request Home Visit Doctor,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_home_visit_doctor,1,0,0,0
access_sm_sleep_medicine_request_accountant,Access Sleep Medicine Request Accountant,model_sm_sleep_medicine_request,smartmind_shifa.group_oeh_medical_accountant,1,0,0,0

access_sm_hold_reason,sm.hold.reason,model_sm_hold_reason,,1,1,1,1
access_sm_reactivation_reason,sm.reactivation.reason,model_sm_reactivation_reason,,1,1,1,1

access_medical_sm_caregiver_contracts_manager,sm.caregiver.contracts,model_sm_caregiver_contracts,oehealth.group_oeh_medical_manager,1,1,1,1
access_medical_sm_caregiver_contracts_head_nurse,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_head_nurse,1,1,1,0
access_medical_sm_caregiver_contracts_head_doctor,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_head_doctor,1,1,1,0
access_medical_sm_caregiver_contracts_head_physiotherapist,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_head_physiotherapist,1,1,1,0
access_medical_sm_caregiver_contracts_hhc_nurse,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_hhc_nurse,1,1,1,0
access_medical_sm_caregiver_contracts_hhc_doctor,sm.caregiver.contracts,model_sm_caregiver_contracts,oehealth.group_oeh_medical_physician,1,1,1,0
access_medical_sm_caregiver_contracts_hhc_physiotherapist,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_hhc_physiotherapist,1,1,1,0
access_medical_sm_caregiver_contracts_social_worker,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_social_worker,1,1,1,0
access_medical_sm_caregiver_contracts_health_educator,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_health_educator,1,1,1,0
access_medical_sm_caregiver_contracts_diabetic_educator,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_diabetic_educator,1,1,1,0
access_medical_sm_caregiver_contracts_clinical_dietitian,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_clinical_dietitian,1,1,1,0
access_medical_sm_caregiver_contracts_respiratory_therapist,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_respiratory_therapist,1,1,1,0
access_medical_sm_caregiver_contracts_op_manager,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_operation_manager,1,1,1,0
access_medical_sm_caregiver_contracts_call_center,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_call_center,1,1,1,0
access_medical_sm_caregiver_contracts_call_center,sm.caregiver.contracts,model_sm_caregiver_contracts,sm_caregiver.group_oeh_medical_super_caregiver,1,1,0,0
access_medical_sm_caregiver_contracts_account,sm.caregiver.contracts,model_sm_caregiver_contracts,smartmind_shifa.group_oeh_medical_accountant,1,0,0,0
access_sm_slider_user,access_sm_slider_user,model_sm_slider,,1,1,1,1
